forecast_run_id,sku_id,forecast_date,forecast_qty,model_name,data_status
FR-SKU011-20260805,SKU011,2026-08-22,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-23,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-24,46,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-25,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-26,56,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-27,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-28,83,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-29,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-30,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-31,46,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-09-01,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-09-02,56,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-09-03,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-09-04,83,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-06,57,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-07,61,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-08,47,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-09,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-10,45,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-11,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-12,50,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-13,57,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-14,61,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-15,47,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-16,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-17,45,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-18,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-19,50,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-20,57,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-21,61,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-22,47,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-23,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-24,45,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-25,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-26,50,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-27,57,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-28,61,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-29,47,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-30,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-08-31,45,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-09-01,53,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-09-02,50,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-09-03,57,Seasonal Naive (7-day),synthetic
FR-SKU012-20260805,SKU012,2026-09-04,61,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-06,63,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-07,55,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-08,56,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-09,47,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-10,62,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-11,57,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-12,60,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-13,63,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-14,55,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-15,56,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-16,47,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-17,62,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-18,57,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-19,60,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-20,63,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-21,55,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-22,56,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-23,47,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-24,62,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-25,57,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-26,60,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-27,63,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-28,55,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-29,56,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-30,47,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-08-31,62,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-09-01,57,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-09-02,60,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-09-03,63,Seasonal Naive (7-day),synthetic
FR-SKU013-20260805,SKU013,2026-09-04,55,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-06,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-07,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-08,30,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-09,36,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-10,31,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-11,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-12,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-13,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-14,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-15,30,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-16,36,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-17,31,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-18,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-19,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-20,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-21,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-22,30,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-23,36,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-24,31,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-25,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-26,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-27,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-28,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-29,30,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-30,36,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-08-31,31,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-09-01,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-09-02,32,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-09-03,29,Seasonal Naive (7-day),synthetic
FR-SKU014-20260805,SKU014,2026-09-04,32,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-06,37,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-07,58,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-08,49,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-09,46,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-10,43,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-11,48,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-12,33,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-13,37,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-14,58,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-15,49,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-16,46,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-17,43,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-18,48,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-19,33,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-20,37,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-21,58,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-22,49,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-23,46,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-24,43,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-25,48,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-26,33,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-27,37,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-28,58,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-29,49,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-30,46,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-08-31,43,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-09-01,48,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-09-02,33,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-09-03,37,Seasonal Naive (7-day),synthetic
FR-SKU015-20260805,SKU015,2026-09-04,58,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-06,68,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-07,71,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-08,59,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-09,64,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-10,49,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-11,44,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-12,65,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-13,68,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-14,71,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-15,59,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-16,64,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-17,49,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-18,44,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-19,65,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-20,68,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-21,71,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-22,59,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-23,64,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-24,49,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-25,44,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-26,65,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-27,68,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-28,71,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-29,59,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-30,64,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-08-31,49,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-09-01,44,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-09-02,65,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-09-03,68,Seasonal Naive (7-day),synthetic
FR-SKU016-20260805,SKU016,2026-09-04,71,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-06,36,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-07,25,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-08,28,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-09,31,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-10,27,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-11,23,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-12,26,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-13,36,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-14,25,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-15,28,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-16,31,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-17,27,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-18,23,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-19,26,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-20,36,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-21,25,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-22,28,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-23,31,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-24,27,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-25,23,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-26,26,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-27,36,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-28,25,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-29,28,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-30,31,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-08-31,27,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-09-01,23,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-09-02,26,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-09-03,36,Seasonal Naive (7-day),synthetic
FR-SKU017-20260805,SKU017,2026-09-04,25,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-06,43,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-07,49,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-08,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-09,51,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-10,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-11,46,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-12,56,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-13,43,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-14,49,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-15,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-16,51,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-17,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-18,46,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-19,56,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-20,43,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-21,49,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-22,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-23,51,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-24,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-25,46,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-26,56,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-27,43,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-28,49,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-29,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-30,51,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-08-31,50,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-09-01,46,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-09-02,56,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-09-03,43,Seasonal Naive (7-day),synthetic
FR-SKU018-20260805,SKU018,2026-09-04,49,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-06,44,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-07,35,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-08,40,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-09,42,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-10,37,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-11,28,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-12,32,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-13,44,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-14,35,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-15,40,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-16,42,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-17,37,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-18,28,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-19,32,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-20,44,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-21,35,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-22,40,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-23,42,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-24,37,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-25,28,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-26,32,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-27,44,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-28,35,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-29,40,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-30,42,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-08-31,37,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-09-01,28,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-09-02,32,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-09-03,44,Seasonal Naive (7-day),synthetic
FR-SKU019-20260805,SKU019,2026-09-04,35,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-06,36,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-07,40,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-08,41,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-09,34,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-10,27,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-11,37,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-12,25,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-13,36,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-14,40,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-15,41,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-16,34,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-17,27,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-18,37,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-19,25,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-20,36,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-21,40,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-22,41,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-23,34,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-24,27,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-25,37,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-26,25,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-27,36,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-28,40,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-29,41,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-30,34,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-08-31,27,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-09-01,37,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-09-02,25,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-09-03,36,Seasonal Naive (7-day),synthetic
FR-SKU020-20260805,SKU020,2026-09-04,40,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-06,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-07,33,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-08,28,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-09,26,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-10,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-11,25,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-12,17,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-13,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-14,33,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-15,28,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-16,26,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-17,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-18,25,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-19,17,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-20,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-21,33,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-22,28,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-23,26,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-24,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-25,25,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-26,17,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-27,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-28,33,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-29,28,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-30,26,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-08-31,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-09-01,25,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-09-02,17,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-09-03,27,Seasonal Naive (7-day),synthetic
FR-SKU021-20260805,SKU021,2026-09-04,33,Seasonal Naive (7-day),synthetic
FR-SKU022-20260805,SKU022,2026-08-06,39,Seasonal Naive (7-day),synthetic
FR-SKU022-20260805,SKU022,2026-08-07,46,Seasonal Naive (7-day),synthetic
FR-SKU022-20260805,SKU022,2026-08-08,39,Seasonal Naive (7-day),synthetic
